"shard","parent_id","s3_prefix","neighborhood","city","region","country","country_code","destination","lat","lng","anchor_hint","why_fit"
"18","neighborhoods/et-asela/city-centre","images/Neighborhood_POIs/et-asela/city-centre/","City Centre","Āsela","","Ethiopia","ET","City Centre, Āsela, Ethiopia","7.95","39.13333","Āsela city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/et-awasa/city-centre","images/Neighborhood_POIs/et-awasa/city-centre/","City Centre","Awasa","","Ethiopia","ET","City Centre, Awasa, Ethiopia","7.06205","38.47635","Awasa city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/et-bahir-dar/city-center","images/Neighborhood_POIs/et-bahir-dar/city-center/","City Center","Bahir Dar","","Ethiopia","ET","City Center, Bahir Dar, Ethiopia","11.6028292","37.3455541","Bahir Dar Lake Tana Waterfront","lakefront central commercial core"
"01","neighborhoods/et-bishoftu/city-centre","images/Neighborhood_POIs/et-bishoftu/city-centre/","City Centre","Bishoftu","","Ethiopia","ET","City Centre, Bishoftu, Ethiopia","8.75225","38.97846","Bishoftu city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/et-debre-birhan/city-centre","images/Neighborhood_POIs/et-debre-birhan/city-centre/","City Centre","Debre Birhan","","Ethiopia","ET","City Centre, Debre Birhan, Ethiopia","9.67954","39.53262","Debre Birhan city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/et-debre-mark-os/city-centre","images/Neighborhood_POIs/et-debre-mark-os/city-centre/","City Centre","Debre Mark’os","","Ethiopia","ET","City Centre, Debre Mark’os, Ethiopia","10.35","37.73333","Debre Mark’os city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/et-debre-tabor/city-centre","images/Neighborhood_POIs/et-debre-tabor/city-centre/","City Centre","Debre Tabor","","Ethiopia","ET","City Centre, Debre Tabor, Ethiopia","11.85","38.01667","Debre Tabor city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/et-dessie/city-centre","images/Neighborhood_POIs/et-dessie/city-centre/","City Centre","Dessie","","Ethiopia","ET","City Centre, Dessie, Ethiopia","11.1250795","39.6306363","Dessie City Hall","Central urban district"
"06","neighborhoods/et-dila/city-centre","images/Neighborhood_POIs/et-dila/city-centre/","City Centre","Dīla","","Ethiopia","ET","City Centre, Dīla, Ethiopia","6.41667","38.31667","Dīla city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/et-dire-dawa/kezira","images/Neighborhood_POIs/et-dire-dawa/kezira/","Kezira","Dire Dawa","","Ethiopia","ET","Kezira, Dire Dawa, Ethiopia","9.5847562","41.8653576","Kezira Market","Central commercial market district"
"08","neighborhoods/et-gonder/piassa","images/Neighborhood_POIs/et-gonder/piassa/","Piassa","Gonder","","Ethiopia","ET","Piassa, Gonder, Ethiopia","12.6080067","37.4696345","Fasil Ghebbi","Central historic commercial district"
"09","neighborhoods/et-harar/city-centre","images/Neighborhood_POIs/et-harar/city-centre/","City Centre","Harar","","Ethiopia","ET","City Centre, Harar, Ethiopia","9.31387","42.11815","Harar city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/et-hosa-ina/city-centre","images/Neighborhood_POIs/et-hosa-ina/city-centre/","City Centre","Hosa’ina","","Ethiopia","ET","City Centre, Hosa’ina, Ethiopia","7.54978","37.85374","Hosa’ina city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/et-inda-silase/city-centre","images/Neighborhood_POIs/et-inda-silase/city-centre/","City Centre","Inda Silasē","","Ethiopia","ET","City Centre, Inda Silasē, Ethiopia","14.10307","38.28289","Inda Silasē city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/et-jijiga/city-centre","images/Neighborhood_POIs/et-jijiga/city-centre/","City Centre","Jijiga","","Ethiopia","ET","City Centre, Jijiga, Ethiopia","9.35","42.8","Jijiga city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/et-jimma/town-center","images/Neighborhood_POIs/et-jimma/town-center/","Town Center","Jimma","","Ethiopia","ET","Town Center, Jimma, Ethiopia","7.6753269","36.8372893","Jimma Central Market","central commercial district"
"14","neighborhoods/et-mek-ele/city-center","images/Neighborhood_POIs/et-mek-ele/city-center/","City Center","Mek'ele","","Ethiopia","ET","City Center, Mek'ele, Ethiopia","13.5023358","39.471817","Mek'ele City Hall","Central commercial district"
"15","neighborhoods/et-nazret/city-center","images/Neighborhood_POIs/et-nazret/city-center/","City Center","Nazrēt","","Ethiopia","ET","City Center, Nazrēt, Ethiopia","8.54534","39.2706564","Nazrēt Central Market","Central commercial district"
"16","neighborhoods/et-nek-emte/city-centre","images/Neighborhood_POIs/et-nek-emte/city-centre/","City Centre","Nek’emtē","","Ethiopia","ET","City Centre, Nek’emtē, Ethiopia","9.08333","36.55","Nek’emtē city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/et-shashamane/city-centre","images/Neighborhood_POIs/et-shashamane/city-centre/","City Centre","Shashamane","","Ethiopia","ET","City Centre, Shashamane, Ethiopia","7.2","38.6","Shashamane city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/et-sodo/city-centre","images/Neighborhood_POIs/et-sodo/city-centre/","City Centre","Sodo","","Ethiopia","ET","City Centre, Sodo, Ethiopia","6.86","37.76159","Sodo city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/et-warder/city-centre","images/Neighborhood_POIs/et-warder/city-centre/","City Centre","Warder","","Ethiopia","ET","City Centre, Warder, Ethiopia","6.97444","45.34083","Warder city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/et-weldiya/city-centre","images/Neighborhood_POIs/et-weldiya/city-centre/","City Centre","Weldiya","","Ethiopia","ET","City Centre, Weldiya, Ethiopia","11.8277","39.59164","Weldiya city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/fi-helsinki/design-district","images/Neighborhood_POIs/fi-helsinki/design-district/","Design District","Helsinki","","Finland","FI","Design District, Helsinki, Finland","60.1630317","24.9463911","Helsinki Design Museum","creative design and gallery area"
"02","neighborhoods/fi-helsinki/eira","images/Neighborhood_POIs/fi-helsinki/eira/","Eira","Helsinki","","Finland","FI","Eira, Helsinki, Finland","60.1572356","24.9373333","Eira Church","affluent seaside residential district"
"03","neighborhoods/fi-helsinki/kruunuvuorenranta","images/Neighborhood_POIs/fi-helsinki/kruunuvuorenranta/","Kruunuvuorenranta","Helsinki","","Finland","FI","Kruunuvuorenranta, Helsinki, Finland","60.166072","25.012165","Kruunuvuori Ferry Terminal","modern waterfront residential area"
"04","neighborhoods/fi-jyvaskyla/jyvaskyla-keskusta","images/Neighborhood_POIs/fi-jyvaskyla/jyvaskyla-keskusta/","Jyväskylä Keskusta","Jyväskylä","","Finland","FI","Jyväskylä Keskusta, Jyväskylä, Finland","62.2417736","25.7452131","Craft Museum of Finland","Aalto university-town centre"
"05","neighborhoods/fi-kuopio/city-centre","images/Neighborhood_POIs/fi-kuopio/city-centre/","City Centre","Kuopio","","Finland","FI","City Centre, Kuopio, Finland","62.89238","27.67703","Kuopio city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/fi-lahti/city-centre","images/Neighborhood_POIs/fi-lahti/city-centre/","City Centre","Lahti","","Finland","FI","City Centre, Lahti, Finland","60.98267","25.66151","Lahti city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/fi-oulu/oulu-keskusta","images/Neighborhood_POIs/fi-oulu/oulu-keskusta/","Oulu Keskusta","Oulu","","Finland","FI","Oulu Keskusta, Oulu, Finland","65.0158987","25.4742573","Regional State Administrative Agency for Northern Finland","Market-hall harbour centre"
"08","neighborhoods/fi-tampere/keskusta","images/Neighborhood_POIs/fi-tampere/keskusta/","Keskusta","Tampere","","Finland","FI","Keskusta, Tampere, Finland","61.4631266","24.0734703","Keskusta","Industrial-chic lakeside centre"
"09","neighborhoods/fi-tampere/pispala","images/Neighborhood_POIs/fi-tampere/pispala/","Pispala","Tampere","","Finland","FI","Pispala, Tampere, Finland","61.5034337","23.7103766","Pispala","Hillside wooden-house district"
"10","neighborhoods/fi-turku/turku-keskusta","images/Neighborhood_POIs/fi-turku/turku-keskusta/","Turku Keskusta","Turku","","Finland","FI","Turku Keskusta, Turku, Finland","60.4453949","22.2631007","Lounais-Suomen elinvoimakeskus","River Aura cafe banks"
"11","neighborhoods/fr-aix-en-provence/quartier-mazarin","images/Neighborhood_POIs/fr-aix-en-provence/quartier-mazarin/","Quartier Mazarin","Aix-en-Provence","","France","FR","Quartier Mazarin, Aix-en-Provence, France","43.5283","5.44973","Aix-en-Provence city center","Elegant 17th-century quarter"
"12","neighborhoods/fr-aix-en-provence/vieil-aix","images/Neighborhood_POIs/fr-aix-en-provence/vieil-aix/","Vieil Aix","Aix-en-Provence","","France","FR","Vieil Aix, Aix-en-Provence, France","43.5307548","5.4472393","Hôtel d'Estienne de Saint-Jean","Fountain squares and markets"
"13","neighborhoods/fr-angers/centre-historique","images/Neighborhood_POIs/fr-angers/centre-historique/","Centre Historique","Angers","","France","FR","Centre Historique, Angers, France","47.47156","-0.55202","Angers city center","Castle old town and halles"
"14","neighborhoods/fr-besancon/la-boucle","images/Neighborhood_POIs/fr-besancon/la-boucle/","La Boucle","Besançon","","France","FR","La Boucle, Besançon, France","47.2408713","6.0237439","La Boucle","Old town in the river loop"
"15","neighborhoods/fr-bordeaux/saint-pierre","images/Neighborhood_POIs/fr-bordeaux/saint-pierre/","Saint-Pierre","Bordeaux","","France","FR","Saint-Pierre, Bordeaux, France","44.8398722","-0.5704712","Place Saint-Pierre","historic walkable old town"
"16","neighborhoods/fr-bordeaux/triangle-d-or","images/Neighborhood_POIs/fr-bordeaux/triangle-d-or/","Triangle d'Or","Bordeaux","","France","FR","Triangle d'Or, Bordeaux, France","44.8417587","-0.5726301","Cours de l'Intendance","upscale shopping central core"
"17","neighborhoods/fr-brest/recouvrance","images/Neighborhood_POIs/fr-brest/recouvrance/","Recouvrance","Brest","","France","FR","Recouvrance, Brest, France","48.384742","-4.4998801","Recouvrance","Harbour heritage quarter"
"18","neighborhoods/fr-caen/quartier-du-vaugueux","images/Neighborhood_POIs/fr-caen/quartier-du-vaugueux/","Quartier du Vaugueux","Caen","","France","FR","Quartier du Vaugueux, Caen, France","49.18585","-0.35912","Caen city center","Old quarter by the castle"
"19","neighborhoods/fr-cergy-pontoise/city-centre","images/Neighborhood_POIs/fr-cergy-pontoise/city-centre/","City Centre","Cergy-Pontoise","","France","FR","City Centre, Cergy-Pontoise, France","49.03894","2.07805","Cergy-Pontoise city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/fr-clermont-ferrand/centre-historique","images/Neighborhood_POIs/fr-clermont-ferrand/centre-historique/","Centre Historique","Clermont-Ferrand","","France","FR","Centre Historique, Clermont-Ferrand, France","45.7932979","3.112435","Découverte du Centre Historique : Rue du Docteur Pierre Balme","Black-lava-stone old town"
"01","neighborhoods/fr-dijon/centre-historique","images/Neighborhood_POIs/fr-dijon/centre-historique/","Centre Historique","Dijon","","France","FR","Centre Historique, Dijon, France","47.31344","5.01391","Dijon city center","Ducal palace and covered food hall"
"02","neighborhoods/fr-le-havre/centre-reconstruit","images/Neighborhood_POIs/fr-le-havre/centre-reconstruit/","Centre Reconstruit","Le Havre","","France","FR","Centre Reconstruit, Le Havre, France","49.49346","0.10785","Le Havre city center","UNESCO Perret modernist centre"
"03","neighborhoods/fr-le-mans/cite-plantagenet","images/Neighborhood_POIs/fr-le-mans/cite-plantagenet/","Cité Plantagenêt","Le Mans","","France","FR","Cité Plantagenêt, Le Mans, France","48.008836","0.1971929","Cité Plantagenêt","Medieval walled quarter"
"04","neighborhoods/fr-lille/vieux-lille","images/Neighborhood_POIs/fr-lille/vieux-lille/","Vieux-Lille","Lille","","France","FR","Vieux-Lille, Lille, France","50.6441472","3.0603388","Vieux-Lille","Flemish old town of boutiques"
"05","neighborhoods/fr-limoges/centre-ville","images/Neighborhood_POIs/fr-limoges/centre-ville/","Centre-Ville","Limoges","","France","FR","Centre-Ville, Limoges, France","45.8246841","1.2605608","Campus Centre-Ville","Porcelain-city old quarter"
"06","neighborhoods/fr-lyon/vieux-lyon-old-town","images/Neighborhood_POIs/fr-lyon/vieux-lyon-old-town/","Vieux Lyon (Old Town)","Lyon","","France","FR","Vieux Lyon (Old Town), Lyon, France","45.760952","4.8269788","Cathédrale Saint-Jean-Baptiste","Historic UNESCO walkable district"
"07","neighborhoods/fr-marne-la-vallee/val-d-europe","images/Neighborhood_POIs/fr-marne-la-vallee/val-d-europe/","Val d'Europe","Marne La Vallée","","France","FR","Val d'Europe, Marne La Vallée, France","48.8557047","2.7813405","Val d'Europe Shopping Center","planned commercial retail hub"
"08","neighborhoods/fr-marseille/vieux-port","images/Neighborhood_POIs/fr-marseille/vieux-port/","Vieux-Port","Marseille","","France","FR","Vieux-Port, Marseille, France","43.2950303","5.3646265","Vieux-Port de Marseille","iconic waterfront dining hub"
"09","neighborhoods/fr-metz/centre-historique","images/Neighborhood_POIs/fr-metz/centre-historique/","Centre Historique","Metz","","France","FR","Centre Historique, Metz, France","49.11911","6.17269","Metz city center","Golden-stone cathedral quarter"
"10","neighborhoods/fr-mulhouse/centre-historique","images/Neighborhood_POIs/fr-mulhouse/centre-historique/","Centre Historique","Mulhouse","","France","FR","Centre Historique, Mulhouse, France","47.75205","7.32866","Mulhouse city center","Painted old-town squares"
"11","neighborhoods/fr-nantes/bouffay","images/Neighborhood_POIs/fr-nantes/bouffay/","Bouffay","Nantes","","France","FR","Bouffay, Nantes, France","47.2147517","-1.5529255","Place Bouffay","medieval dining and nightlife quarter"
"12","neighborhoods/fr-nantes/centre-ville","images/Neighborhood_POIs/fr-nantes/centre-ville/","Centre-ville","Nantes","","France","FR","Centre-ville, Nantes, France","47.2146456","-1.558121","Place Royale","historic walkable central district"
"13","neighborhoods/fr-nice/musiciens","images/Neighborhood_POIs/fr-nice/musiciens/","Musiciens","Nice","","France","FR","Musiciens, Nice, France","43.7006894","7.2619341","Place Mozart","Central residential cafe district"
"14","neighborhoods/fr-nice/vieux-nice","images/Neighborhood_POIs/fr-nice/vieux-nice/","Vieux Nice","Nice","","France","FR","Vieux Nice, Nice, France","43.695607","7.2749227","Cours Saleya Market","Historic walkable old town"
"15","neighborhoods/fr-nimes/ecusson","images/Neighborhood_POIs/fr-nimes/ecusson/","Écusson","Nîmes","","France","FR","Écusson, Nîmes, France","43.8383268","4.3595556","Écusson","Roman arena old town"
"16","neighborhoods/fr-orleans/centre-ancien","images/Neighborhood_POIs/fr-orleans/centre-ancien/","Centre Ancien","Orléans","","France","FR","Centre Ancien, Orléans, France","47.90248","1.90407","Orléans city center","Restored Loire old town"
"17","neighborhoods/fr-paris/bastille","images/Neighborhood_POIs/fr-paris/bastille/","Bastille","Paris","","France","FR","Bastille, Paris, France","48.8532379","2.3688654","Place de la Bastille","Lively nightlife and dining"
"18","neighborhoods/fr-paris/latin-quarter","images/Neighborhood_POIs/fr-paris/latin-quarter/","Latin Quarter","Paris","","France","FR","Latin Quarter, Paris, France","48.84695","2.3555697","Sorbonne University","Historic academic central area"
"19","neighborhoods/fr-paris/oberkampf","images/Neighborhood_POIs/fr-paris/oberkampf/","Oberkampf","Paris","","France","FR","Oberkampf, Paris, France","48.8650547","2.3746524","Rue Oberkampf","Hip bars and creatives"
"00","neighborhoods/fr-paris/opera","images/Neighborhood_POIs/fr-paris/opera/","Opéra","Paris","","France","FR","Opéra, Paris, France","48.8719697","2.3316014","Palais Garnier","Central business and shopping"
