"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Qinhuangdao","China","CN","Beidaihe","Coastal resort tourist district","medium","39.826629","119.498382","Beidaihe Scenic Area","Beidaihe Scenic Area, Beidaihe, Qinhuangdao, China","ok","6063017","china/hebei/qinhuangdao/beidaihe","neighborhood","6063017.jpg","china/hebei/qinhuangdao/beidaihe.jpg","city-slug:china/hebei/qinhuangdao/beidaihe","2.6","resolved"
"Qinhuangdao","China","CN","Haigang District","Central urban port district","low","39.911548","119.618932","Qinhuangdao Port Museum","Qinhuangdao Port Museum, Haigang District, Qinhuangdao, China","ok","553248633981715571","china/qinhuangdao/haigang-district","neighborhood","553248633981715571.jpg","china/qinhuangdao/haigang-district.jpg","seed:china/qinhuangdao/haigang-district","3.7","resolved"
"Shaoyang","China","CN","Daxiang District","Central urban district","low","39.53135","116.70277","Shaoyang People's Park","Shaoyang People's Park, Daxiang District, Shaoyang, China","ok","553248635976002591","china/hunan/shaoyang/daxiang-district","neighborhood","553248635976002591.jpg","china/hunan/shaoyang/daxiang-district.jpg","city-slug:china/hunan/shaoyang/daxiang-district","1457.7","resolved"
"Changzhi","China","CN","City Center / Chengqu","Central business and commercial district","low","36.2159","113.07749","Changzhi City Government Building","City Center / Chengqu, Changzhi, China","ok","","","","","","","","unresolved"
"Changsha","China","CN","Taiping Street","historic walkable cultural lane","medium","28.19515","112.97181","Taiping Street Ancient Lane","Taiping Street Ancient Lane, Taiping Street, Changsha, China","ok","","","","","","","","unresolved"
"Changsha","China","CN","Wuyi Square","Central commercial shopping hub","medium","28.196351","112.97733","Wuyi Square","Wuyi Square, Wuyi Square, Changsha, China","ok","","","","","","","","unresolved"
"Changsha","China","CN","Kaifu","Riverside cultural commercial district","low","28.223343","112.977862","Kaifu Temple","Kaifu Temple, Kaifu, Changsha, China","ok","","","","","","","","unresolved"
"Sanmenxia","China","CN","City Center","central downtown","low","31.22967","121.476161","Sanmenxia People's Square","People's Square, City Center, Sanmenxia, China","ok","","","","","","","","unresolved"
"Leshan","China","CN","City Center","central downtown near riverfront","low","29.563045","103.775172","Leshan City Museum","Leshan City Museum, City Center, Leshan, China","ok","","","","","","","","unresolved"
"Hebi","China","CN","City Center","Central urban district","low","36.09754","114.408109","Hebi People's Park","City Center, Hebi, China","ok","","","","","","","","unresolved"
"Jingmen","China","CN","City Center","Central urban district","low","31.22967","121.476161","Jingmen People's Square","People's Square, City Center, Jingmen, China","ok","","","","","","","","unresolved"
"Dandong","China","CN","Zhenxing","Central riverfront district","low","40.1049524","124.3604005","Zhenxing Square","Zhenxing Square, Zhenxing, Dandong, China","ok","553248635939579514","china/dandong/zhenxing-district","neighborhood","553248635939579514.jpg","china/dandong/zhenxing-district.jpg","seed:china/dandong/zhenxing-district","6.5","resolved"
"Panshan","China","CN","City Center","Central urban district","low","31.22967","121.476161","Panshan People's Square","People's Square, City Center, Panshan, China","ok","","","","","","","","unresolved"
"Jiaozhou","China","CN","City Center","Central urban district","low","34.762575","113.661101","Jiaozhou People's Park","People's Park, City Center, Jiaozhou, China","ok","","","","","","","","unresolved"
"Suizhou","China","CN","City Center","Central urban district","low","31.322879","120.627791","Suizhou Museum","Suizhou Museum, City Center, Suizhou, China","ok","","","","","","","","unresolved"
"Chizhou","China","CN","City Center","Central urban district","low","31.22967","121.476161","Chizhou People's Square","People's Square, City Center, Chizhou, China","ok","","","","","","","","unresolved"
"Ya'an","China","CN","City Center","Central urban district","low","30.657132","104.057246","Ya'an People's Park","People's Park, City Center, Ya'an, China","ok","","","","","","","","unresolved"
"Jinzhou","China","CN","city center","central business district","low","31.22967","121.476161","Jinzhou People's Square","People's Square, city center, Jinzhou, China","ok","","","","","","","","unresolved"
"Sanming","China","CN","city center","central business district","low","31.22967","121.476161","Sanming People's Square","People's Square, city center, Sanming, China","ok","","","","","","","","unresolved"
"Shuangyashan","China","CN","city center","central business district","low","31.22967","121.476161","Shuangyashan People's Square","People's Square, city center, Shuangyashan, China","ok","","","","","","","","unresolved"
"Luancheng","China","CN","city center","central business district","low","37.9002499","114.64839","Luancheng Government Building","Luancheng Government Building, city center, Luancheng, China","ok","","","","","","","","unresolved"
"Mengzi","China","CN","city center","central business district","low","31.22967","121.476161","Mengzi People's Square","People's Square, city center, Mengzi, China","ok","","","","","","","","unresolved"
"Yingkou","China","CN","city center","central business district","low","31.22967","121.476161","Yingkou People's Square","People's Square, city center, Yingkou, China","ok","","","","","","","","unresolved"
"Zhangzhou","China","CN","city center","central business district","low","31.22967","121.476161","Zhangzhou People's Square","People's Square, city center, Zhangzhou, China","ok","","","","","","","","unresolved"
"Shihezi","China","CN","City Center","central planned urban core","low","44.306613","86.058027","Shihezi People's Park","City Center, Shihezi, China","ok","","","","","","","","unresolved"
"Wenchang","China","CN","City Center","central commercial core","low","19.5432899","110.79774","Wenchang City Hall","Wenchang City Hall, City Center, Wenchang, China","ok","","","","","","","","unresolved"
"Siping","China","CN","City Center","central commercial core","low","31.22967","121.476161","Siping People's Square","People's Square, City Center, Siping, China","ok","","","","","","","","unresolved"
"Chuxiong","China","CN","City Center","central commercial core","low","31.22967","121.476161","Chuxiong People's Square","People's Square, City Center, Chuxiong, China","ok","","","","","","","","unresolved"
"Huaihua","China","CN","City Center","central commercial core","low","31.22967","121.476161","Huaihua People's Square","People's Square, City Center, Huaihua, China","ok","","","","","","","","unresolved"
"Ulanqab","China","CN","City Center","central commercial core","low","31.22967","121.476161","Ulanqab People's Square","People's Square, City Center, Ulanqab, China","ok","","","","","","","","unresolved"
"Jiamusi","China","CN","City Center","central commercial core","low","31.22967","121.476161","Jiamusi People's Square","People's Square, City Center, Jiamusi, China","ok","","","","","","","","unresolved"
"Korla","China","CN","City Center","central commercial core","low","41.7264299","86.1736899","Korla People's Square","City Center, Korla, China","ok","","","","","","","","unresolved"
"Wanning","China","CN","City Center","central commercial core","low","31.22967","121.476161","Wanning People's Square","People's Square, City Center, Wanning, China","ok","","","","","","","","unresolved"
"Xinzhou","China","CN","City Center","central commercial core","low","31.22967","121.476161","Xinzhou People's Square","People's Square, City Center, Xinzhou, China","ok","","","","","","","","unresolved"
"Beihai","China","CN","Old Town / Beihai Ancient Street","Historic walkable tourist district","medium","21.481679","109.109054","Beihai Ancient Street","Beihai Ancient Street, Old Town, Beihai, China","ok","553248621526918524","china/guangxi/beihai/old-town","point_of_interest","553248621526918524.jpg","china/guangxi/beihai/old-town.jpg","city-slug:china/guangxi/beihai/old-town","2.7","resolved"
"Beihai","China","CN","Yintan (Silver Beach) Area","Coastal tourist resort district","medium","21.401668","109.156389","Silver Beach","Silver Beach, Yintan Area, Beihai, China","ok","","","","","","","","unresolved"
"Guangyuan","China","CN","Lizhou District","Central urban district","low","32.4201959","105.7992517","Lizhou Park","Lizhou Park, Lizhou District, Guangyuan, China","ok","","","","","","","","unresolved"
"Xianning","China","CN","Xian'an District","Central urban district","low","31.22967","121.476161","Xian'an People's Square","People's Square, Xian'an District, Xianning, China","ok","","","","","","","","unresolved"
"Tonghua","China","CN","Dongchang District","Central urban district","low","41.7284999","125.95513","Dongchang People's Square","Dongchang District, Tonghua, China","ok","","","","","","","","unresolved"
"Mianzhu, Deyang, Sichuan","China","CN","City Centre","Central district","low","31.480515","104.772341","Mianzhu City Museum","Mianzhu City Museum, City Centre, Mianzhu, Deyang, Sichuan, China","ok","","","","","","","","unresolved"
"Banan","China","CN","Yudong","Central urban subdistrict","low","29.555802","106.581558","Yudong People's Park","Yudong People's Park, Yudong, Banan, China","ok","","","","","","","","unresolved"
"Zhangye","China","CN","Ganzhou District","Central urban district","low","38.814191","100.656071","Ganzhou District Government Building","Ganzhou District Government Building, Ganzhou District, Zhangye, China","ok","","","","","","","","unresolved"
"Kashgar","China","CN","Old Town","Historic walkable cultural quarter","medium","39.4721751","75.9848796","Id Kah Mosque","Id Kah Mosque, Old Town, Kashgar, China","ok","553248621526916566","china/xinjiang/kashgar/old-town","point_of_interest","553248621526916566.jpg","china/xinjiang/kashgar/old-town.jpg","city-slug:china/xinjiang/kashgar/old-town","1.3","resolved"
"Zhoukou","China","CN","Chuanhui District","Central urban district","low","33.6378225","114.692028","Chuanhui Park","Chuanhui Park, Chuanhui District, Zhoukou, China","ok","553248635976002490","china/henan/zhoukou/chuanhui-district","neighborhood","553248635976002490.jpg","china/henan/zhoukou/chuanhui-district.jpg","seed:china/henan/zhoukou/chuanhui-district","3.8","resolved"
"Pingliang","China","CN","Kongtong District","Central urban district","low","35.548225","106.520851","Kongtong Mountain Scenic Area Entrance","Kongtong Mountain Scenic Area Entrance, Kongtong District, Pingliang, China","ok","","","","","","","","unresolved"
"Zhucheng","China","CN","City Centre","Central urban district","low","36.010341","119.396042","Zhucheng Museum","Zhucheng Museum, City Centre, Zhucheng, China","ok","","","","","","","","unresolved"
"Loudi","China","CN","Louxing District","Central urban district","low","31.22967","121.476161","Louxing People's Square","Louxing People's Square, Louxing District, Loudi, China","ok","553248635976003676","china/hunan/loudi/louxing-district","neighborhood","553248635976003676.jpg","china/hunan/loudi/louxing-district.jpg","city-slug:china/hunan/loudi/louxing-district","995.1","resolved"
"Nanping","China","CN","City Center","Central commercial district","low","25.0374964","102.7135527","Nanping City Government","City Center, Nanping, China","ok","","","","","","","","unresolved"
"Longshan","China","CN","City Center","Central commercial district","low","25.0373106","121.4998654","Longshan People's Park","City Center, Longshan, China","ok","","","","","","","","unresolved"
"Heyuan","China","CN","City Center","Central commercial district","low","23.7269314","114.7022968","Heyuan Museum","Heyuan Museum, City Center, Heyuan, China","ok","","","","","","","","unresolved"
"Huangshan","China","CN","Tunxi Old Street","Historic tourist shopping street","medium","29.70842","118.30732","Tunxi Old Street","Tunxi Old Street, Tunxi Old Street, Huangshan, China","ok","","","","","","","","unresolved"
"Huangshan","China","CN","City Center","Central commercial district","low","29.714758","118.3376175","Huangshan City Government","Huangshan City Government, City Center, Huangshan, China","ok","","","","","","","","unresolved"
"Lishui","China","CN","City Center","Central commercial district","low","31.22967","121.476161","Lishui People's Square","Lishui People's Square, City Center, Lishui, China","ok","","","","","","","","unresolved"
"Wenshan City","China","CN","City Center","Central commercial district","low","23.3867799","104.233","Wenshan City Museum","City Center, Wenshan City, China","ok","","","","","","","","unresolved"
"Chengde","China","CN","City Center","central area near Mountain Resort","low","40.9889027","117.9441515","Chengde Mountain Resort Entrance","Chengde Mountain Resort Entrance, City Center, Chengde, China","ok","","","","","","","","unresolved"
"Basuo","China","CN","Town Center","central built-up area","low","19.0914","108.67024","Basuo Town Government","Basuo Town Government, Town Center, Basuo, China","ok","","","","","","","","unresolved"
"Zhangjiajie","China","CN","City Center","tourist gateway central district","low","29.348843","110.545047","Zhangjiajie Grand Theatre","Zhangjiajie Grand Theatre, City Center, Zhangjiajie, China","ok","","","","","","","","unresolved"
