"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/cn-baicheng/city-centre","City Centre","Baicheng","","China","CN","City Centre, Baicheng, China"
"neighborhoods/cn-baise/city-centre","City Centre","Baise","","China","CN","City Centre, Baise, China"
"neighborhoods/cn-baisha/city-centre","City Centre","Baisha","","China","CN","City Centre, Baisha, China"
"neighborhoods/cn-baishan/city-centre","City Centre","Baishan","","China","CN","City Centre, Baishan, China"
"neighborhoods/cn-baiyin/gansu-sheng","Gansu Sheng","Baiyin","","China","CN","Gansu Sheng, Baiyin, China"
"neighborhoods/cn-banan/yudong","Yudong","Banan","","China","CN","Yudong, Banan, China"
"neighborhoods/cn-bao-an/qianhai","Qianhai","Bao'an","","China","CN","Qianhai, Bao'an, China"
"neighborhoods/cn-baoshan-08/city-centre","City Centre","Baoshan (08)","","China","CN","City Centre, Baoshan (08), China"
"neighborhoods/cn-baoshan-29/city-centre","City Centre","Baoshan (29)","","China","CN","City Centre, Baoshan (29), China"
"neighborhoods/cn-baotou/kundulun-district","Kundulun District","Baotou","","China","CN","Kundulun District, Baotou, China"
"neighborhoods/cn-bashan/city-centre","City Centre","Bashan","","China","CN","City Centre, Bashan, China"
"neighborhoods/cn-basuo/town-center","Town Center","Basuo","","China","CN","Town Center, Basuo, China"
"neighborhoods/cn-bayan-nur/linhe-district","Linhe District","Bayan Nur","","China","CN","Linhe District, Bayan Nur, China"
"neighborhoods/cn-bazhong/city-centre","City Centre","Bazhong","","China","CN","City Centre, Bazhong, China"
"neighborhoods/cn-bei-an/city-center","City Center","Bei’an","","China","CN","City Center, Bei’an, China"
"neighborhoods/cn-beibei/city-centre","City Centre","Beibei","","China","CN","City Centre, Beibei, China"
"neighborhoods/cn-beihai/yintan-silver-beach-area","Yintan (Silver Beach) Area","Beihai","","China","CN","Yintan (Silver Beach) Area, Beihai, China"
"neighborhoods/cn-beijing/gulou","Gulou","Beijing","","China","CN","Gulou, Beijing, China"
"neighborhoods/cn-beijing/houhai","Houhai","Beijing","","China","CN","Houhai, Beijing, China"
"neighborhoods/cn-beijing/wudaokou","Wudaokou","Beijing","","China","CN","Wudaokou, Beijing, China"
"neighborhoods/cn-beiliu/city-centre","City Centre","Beiliu","","China","CN","City Centre, Beiliu, China"
"neighborhoods/cn-beining/city-centre","City Centre","Beining","","China","CN","City Centre, Beining, China"
"neighborhoods/cn-beipiao/city-centre","City Centre","Beipiao","","China","CN","City Centre, Beipiao, China"
"neighborhoods/cn-bengbu/city-centre","City Centre","Bengbu","","China","CN","City Centre, Bengbu, China"
"neighborhoods/cn-benxi/city-centre","City Centre","Benxi","","China","CN","City Centre, Benxi, China"
"neighborhoods/cn-binhe/city-center","City Center","Binhe","","China","CN","City Center, Binhe, China"
"neighborhoods/cn-binzhou/city-centre","City Centre","Binzhou","","China","CN","City Centre, Binzhou, China"
"neighborhoods/cn-bishan/city-centre","City Centre","Bishan","","China","CN","City Centre, Bishan, China"
"neighborhoods/cn-bole/city-centre","City Centre","Bole","","China","CN","City Centre, Bole, China"
"neighborhoods/cn-boshan/city-centre","City Centre","Boshan","","China","CN","City Centre, Boshan, China"
"neighborhoods/cn-bozhou/qiaocheng-district","Qiaocheng District","Bozhou","","China","CN","Qiaocheng District, Bozhou, China"
"neighborhoods/cn-cangzhou/city-centre","City Centre","Cangzhou","","China","CN","City Centre, Cangzhou, China"
"neighborhoods/cn-changchun/jingyue","Jingyue","Changchun","","China","CN","Jingyue, Changchun, China"
"neighborhoods/cn-changji/city-centre","City Centre","Changji","","China","CN","City Centre, Changji, China"
"neighborhoods/cn-changle/city-centre","City Centre","Changle","","China","CN","City Centre, Changle, China"
"neighborhoods/cn-changsha/kaifu","Kaifu","Changsha","","China","CN","Kaifu, Changsha, China"
"neighborhoods/cn-changsha/taiping-street","Taiping Street","Changsha","","China","CN","Taiping Street, Changsha, China"
"neighborhoods/cn-changsha/wuyi-square","Wuyi Square","Changsha","","China","CN","Wuyi Square, Changsha, China"
"neighborhoods/cn-changshu/city-center","City Center","Changshu","","China","CN","City Center, Changshu, China"
"neighborhoods/cn-changyi/city-centre","City Centre","Changyi","","China","CN","City Centre, Changyi, China"
"neighborhoods/cn-changyuan/city-centre","City Centre","Changyuan","","China","CN","City Centre, Changyuan, China"
"neighborhoods/cn-changzhi/city-center-chengqu","City Center / Chengqu","Changzhi","","China","CN","City Center / Chengqu, Changzhi, China"
"neighborhoods/cn-chaohu/city-centre","City Centre","Chaohu","","China","CN","City Centre, Chaohu, China"
"neighborhoods/cn-chaoyang/city-centre","City Centre","Chaoyang","","China","CN","City Centre, Chaoyang, China"
"neighborhoods/cn-chengde/city-center","City Center","Chengde","","China","CN","City Center, Chengde, China"
"neighborhoods/cn-chengdu/kuanzhai-alley","Kuanzhai Alley","Chengdu","","China","CN","Kuanzhai Alley, Chengdu, China"
"neighborhoods/cn-chengdu/tongzilin","Tongzilin","Chengdu","","China","CN","Tongzilin, Chengdu, China"
"neighborhoods/cn-chenggu/city-centre","City Centre","Chenggu","","China","CN","City Centre, Chenggu, China"
"neighborhoods/cn-chengqiao/city-centre","City Centre","Chengqiao","","China","CN","City Centre, Chengqiao, China"
"neighborhoods/cn-chengtangcun/city-centre","City Centre","Chengtangcun","","China","CN","City Centre, Chengtangcun, China"
"neighborhoods/cn-chengzhong/city-center","City Center","Chengzhong","","China","CN","City Center, Chengzhong, China"
"neighborhoods/cn-chifeng/city-center","City Center","Chifeng","","China","CN","City Center, Chifeng, China"
"neighborhoods/cn-chizhou/city-center","City Center","Chizhou","","China","CN","City Center, Chizhou, China"
"neighborhoods/cn-chongfu/city-centre","City Centre","Chóngfú","","China","CN","City Centre, Chóngfú, China"
"neighborhoods/cn-chongming/city-centre","City Centre","Chongming","","China","CN","City Centre, Chongming, China"
"neighborhoods/cn-chongqing/jiangbei","Jiangbei","Chongqing","","China","CN","Jiangbei, Chongqing, China"
"neighborhoods/cn-chongqing/jiefangbei","Jiefangbei","Chongqing","","China","CN","Jiefangbei, Chongqing, China"
"neighborhoods/cn-chongqing/nanan","Nanan","Chongqing","","China","CN","Nanan, Chongqing, China"
"neighborhoods/cn-chongzuo/city-center","City Center","Chongzuo","","China","CN","City Center, Chongzuo, China"
"neighborhoods/cn-chuxiong/city-center","City Center","Chuxiong","","China","CN","City Center, Chuxiong, China"
"neighborhoods/cn-cixi/cixi-city-center","Cixi City Center","Cixi","","China","CN","Cixi City Center, Cixi, China"
"neighborhoods/cn-dali/city-centre","City Centre","Dali","","China","CN","City Centre, Dali, China"
"neighborhoods/cn-dalian/xigang-district","Xigang District","Dalian","","China","CN","Xigang District, Dalian, China"
"neighborhoods/cn-dalian/zhongshan-district","Zhongshan District","Dalian","","China","CN","Zhongshan District, Dalian, China"
"neighborhoods/cn-danshui/city-centre","City Centre","Danshui","","China","CN","City Centre, Danshui, China"
"neighborhoods/cn-datong/pingcheng-district","Pingcheng District","Datong","","China","CN","Pingcheng District, Datong, China"
"neighborhoods/cn-datun/city-centre","City Centre","Datun","","China","CN","City Centre, Datun, China"
"neighborhoods/cn-dawukou/city-centre","City Centre","Dawukou","","China","CN","City Centre, Dawukou, China"
"neighborhoods/cn-daxing/city-centre","City Centre","Daxing","","China","CN","City Centre, Daxing, China"
"neighborhoods/cn-daxing-anling/city-centre","City Centre","Daxing’anling","","China","CN","City Centre, Daxing’anling, China"
"neighborhoods/cn-daye/city-center","City Center","Daye","","China","CN","City Center, Daye, China"
"neighborhoods/cn-dazhou/tongchuan-district","Tongchuan District","Dazhou","","China","CN","Tongchuan District, Dazhou, China"
"neighborhoods/cn-dehui/city-centre","City Centre","Dehui","","China","CN","City Centre, Dehui, China"
"neighborhoods/cn-dengzhou/central","Central","Dengzhou","","China","CN","Central, Dengzhou, China"
"neighborhoods/cn-deyang/city-centre","City Centre","Deyang","","China","CN","City Centre, Deyang, China"
"neighborhoods/cn-dezhou/city-centre","City Centre","Dezhou","","China","CN","City Centre, Dezhou, China"
"neighborhoods/cn-didao/city-centre","City Centre","Didao","","China","CN","City Centre, Didao, China"
"neighborhoods/cn-dingxi/city-centre","City Centre","Dingxi","","China","CN","City Centre, Dingxi, China"
"neighborhoods/cn-dingzhou/city-centre","City Centre","Dingzhou","","China","CN","City Centre, Dingzhou, China"
"neighborhoods/cn-dongguan/nancheng","Nancheng","Dongguan","","China","CN","Nancheng, Dongguan, China"
"neighborhoods/cn-donghai/city-center","City Center","Donghai","","China","CN","City Center, Donghai, China"
"neighborhoods/cn-dongtai/city-center","City Center","Dongtai","","China","CN","City Center, Dongtai, China"
"neighborhoods/cn-dongying/dongcheng","Dongcheng","Dongying","","China","CN","Dongcheng, Dongying, China"
"neighborhoods/cn-dunhua/city-centre","City Centre","Dunhua","","China","CN","City Centre, Dunhua, China"
"neighborhoods/cn-dunhuang/city-centre","City Centre","Dunhuang","","China","CN","City Centre, Dunhuang, China"
"neighborhoods/cn-duyun/city-centre","City Centre","Duyun","","China","CN","City Centre, Duyun, China"
"neighborhoods/cn-e-zhou/city-centre","City Centre","E’zhou","","China","CN","City Centre, E’zhou, China"
"neighborhoods/cn-encheng/city-centre","City Centre","Encheng","","China","CN","City Centre, Encheng, China"
"neighborhoods/cn-enshi/city-center","City Center","Enshi","","China","CN","City Center, Enshi, China"
"neighborhoods/cn-ezhou/city-centre","City Centre","Ezhou","","China","CN","City Centre, Ezhou, China"
"neighborhoods/cn-fangchenggang/city-center","City Center","Fangchenggang","","China","CN","City Center, Fangchenggang, China"
"neighborhoods/cn-fendou/city-centre","City Centre","Fendou","","China","CN","City Centre, Fendou, China"
"neighborhoods/cn-fengcheng-04/city-centre","City Centre","Fengcheng (04)","","China","CN","City Centre, Fengcheng (04), China"
"neighborhoods/cn-fengcheng-19/city-centre","City Centre","Fengcheng (19)","","China","CN","City Centre, Fengcheng (19), China"
"neighborhoods/cn-fengcheng-33/city-centre","City Centre","Fengcheng (33)","","China","CN","City Centre, Fengcheng (33), China"
"neighborhoods/cn-fenghuang/old-town","Old Town","Fenghuang","","China","CN","Old Town, Fenghuang, China"
"neighborhoods/cn-fengxiang/city-centre","City Centre","Fengxiang","","China","CN","City Centre, Fengxiang, China"
"neighborhoods/cn-fu-an/city-centre","City Centre","Fu’an","","China","CN","City Centre, Fu’an, China"
"neighborhoods/cn-fuji/city-centre","City Centre","Fuji","","China","CN","City Centre, Fuji, China"
"neighborhoods/cn-fuling/city-centre","City Centre","Fuling","","China","CN","City Centre, Fuling, China"
"neighborhoods/cn-fushun/shuncheng-district","Shuncheng District","Fushun","","China","CN","Shuncheng District, Fushun, China"
"neighborhoods/cn-fuxin/city-centre","City Centre","Fuxin","","China","CN","City Centre, Fuxin, China"
"neighborhoods/cn-fuyu/city-centre","City Centre","Fuyu","","China","CN","City Centre, Fuyu, China"
"neighborhoods/cn-fuzhou/city-centre","City Centre","Fuzhou","","China","CN","City Centre, Fuzhou, China"
"neighborhoods/cn-fuzhou/three-lanes-seven-alleys","Three Lanes Seven Alleys","Fuzhou","","China","CN","Three Lanes Seven Alleys, Fuzhou, China"
"neighborhoods/cn-gangu-chengguanzhen/city-centre","City Centre","Gangu Chengguanzhen","","China","CN","City Centre, Gangu Chengguanzhen, China"
"neighborhoods/cn-gaomi/city-centre","City Centre","Gaomi","","China","CN","City Centre, Gaomi, China"
"neighborhoods/cn-gaozhou/guangdong","Guangdong","Gaozhou","","China","CN","Guangdong, Gaozhou, China"
"neighborhoods/cn-gejiu/city-centre","City Centre","Gejiu","","China","CN","City Centre, Gejiu, China"
"neighborhoods/cn-ghulja/city-centre","City Centre","Ghulja","","China","CN","City Centre, Ghulja, China"
"neighborhoods/cn-gongheyong/city-centre","City Centre","Gongheyong","","China","CN","City Centre, Gongheyong, China"
"neighborhoods/cn-gongzhuling/city-centre","City Centre","Gongzhuling","","China","CN","City Centre, Gongzhuling, China"
"neighborhoods/cn-guang-an/city-center","City Center","Guang’an","","China","CN","City Center, Guang’an, China"
"neighborhoods/cn-guangshui/city-centre","City Centre","Guangshui","","China","CN","City Centre, Guangshui, China"
"neighborhoods/cn-guangyuan/lizhou-district","Lizhou District","Guangyuan","","China","CN","Lizhou District, Guangyuan, China"
"neighborhoods/cn-guangzhou/dongshankou","Dongshankou","Guangzhou","","China","CN","Dongshankou, Guangzhou, China"
"neighborhoods/cn-guankou/guankou-town-center","Guankou Town Center","Guankou","","China","CN","Guankou Town Center, Guankou, China"
"neighborhoods/cn-guigang/city-centre","City Centre","Guigang","","China","CN","City Centre, Guigang, China"
"neighborhoods/cn-guixi/city-centre","City Centre","Guixi","","China","CN","City Centre, Guixi, China"
"neighborhoods/cn-gujangbagh/city-centre","City Centre","Gujangbagh","","China","CN","City Centre, Gujangbagh, China"
"neighborhoods/cn-guli/city-centre","City Centre","Guli","","China","CN","City Centre, Guli, China"
"neighborhoods/cn-gulin/city-centre","City Centre","Gulin","","China","CN","City Centre, Gulin, China"
"neighborhoods/cn-gunan/city-centre","City Centre","Gunan","","China","CN","City Centre, Gunan, China"
"neighborhoods/cn-guyuan/city-centre","City Centre","Guyuan","","China","CN","City Centre, Guyuan, China"
"neighborhoods/cn-haicheng/city-centre","City Centre","Haicheng","","China","CN","City Centre, Haicheng, China"
"neighborhoods/cn-haikou/guomao","Guomao","Haikou","","China","CN","Guomao, Haikou, China"
"neighborhoods/cn-haikou/riyue-plaza-area","Riyue Plaza area","Haikou","","China","CN","Riyue Plaza area, Haikou, China"
"neighborhoods/cn-hailin/city-centre","City Centre","Hailin","","China","CN","City Centre, Hailin, China"
"neighborhoods/cn-hailun/city-centre","City Centre","Hailun","","China","CN","City Centre, Hailun, China"
"neighborhoods/cn-haimen/city-centre","City Centre","Haimen","","China","CN","City Centre, Haimen, China"
"neighborhoods/cn-hami/city-centre","City Centre","Hami","","China","CN","City Centre, Hami, China"
"neighborhoods/cn-handan/congtai-district","Congtai District","Handan","","China","CN","Congtai District, Handan, China"
"neighborhoods/cn-hanfeng/city-centre","City Centre","Hanfeng","","China","CN","City Centre, Hanfeng, China"
"neighborhoods/cn-hangu/city-centre","City Centre","Hangu","","China","CN","City Centre, Hangu, China"
"neighborhoods/cn-hangzhou/wulin","Wulin","Hangzhou","","China","CN","Wulin, Hangzhou, China"
"neighborhoods/cn-hanjia/city-centre","City Centre","Hanjia","","China","CN","City Centre, Hanjia, China"
"neighborhoods/cn-hanzhong/city-centre","City Centre","Hanzhong","","China","CN","City Centre, Hanzhong, China"
"neighborhoods/cn-harbin/daoli-district","Daoli District","Harbin","","China","CN","Daoli District, Harbin, China"
"neighborhoods/cn-harbin/nangang-district","Nangang District","Harbin","","China","CN","Nangang District, Harbin, China"
"neighborhoods/cn-hebi/city-center","City Center","Hebi","","China","CN","City Center, Hebi, China"
"neighborhoods/cn-hechi/city-center","City Center","Hechi","","China","CN","City Center, Hechi, China"
"neighborhoods/cn-hechuan/city-center","City Center","Hechuan","","China","CN","City Center, Hechuan, China"
"neighborhoods/cn-hedong/city-centre","City Centre","Hedong","","China","CN","City Centre, Hedong, China"
"neighborhoods/cn-hegang/city-centre","City Centre","Hegang","","China","CN","City Centre, Hegang, China"
"neighborhoods/cn-heihe/city-centre","City Centre","Heihe","","China","CN","City Centre, Heihe, China"
"neighborhoods/cn-hejiang/city-centre","City Centre","Hejiang","","China","CN","City Centre, Hejiang, China"
"neighborhoods/cn-hengshan/city-centre","City Centre","Hengshan","","China","CN","City Centre, Hengshan, China"
"neighborhoods/cn-hengshui/city-centre","City Centre","Hengshui","","China","CN","City Centre, Hengshui, China"
"neighborhoods/cn-hengyang/city-centre","City Centre","Hengyang","","China","CN","City Centre, Hengyang, China"
"neighborhoods/cn-hepo/city-centre","City Centre","Hepo","","China","CN","City Centre, Hepo, China"
